#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
MN034584.1 Mitovirus sp. isolate H4_Bulk_Litter_22_scaffold_9909 sequence	0.0000	1580	0.2962	0.0000	0	0	0	0.0000	0	0.00
MN034583.1 Leviviridae sp. isolate H4_Bulk_Litter_24_scaffold_20061 sequence	0.0000	1271	0.5208	0.0000	0	0	0	0.0000	0	0.00
MN034582.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_247 hypothetical protein (H1Bulk29247_000001), hypothetical protein (H1Bulk29247_000002), and RNA-dependent RNA polymerase (H1Bulk29247_000003) genes, complete cds	0.0000	4129	0.4841	0.0000	0	0	0	0.0000	0	0.00
MN034581.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_963 RNA-dependent RNA polymerase (H1BulkLitter5963_000001), hypothetical protein (H1BulkLitter5963_000002), and hypothetical protein (H1BulkLitter5963_000003) genes, complete cds	0.0000	3572	0.5039	0.0000	0	0	0	0.0000	0	0.00
MN034580.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_12693 RNA-dependent RNA polymerase (H2Rhizo3112693_000001) gene, complete cds; and RNA-dependent RNA polymerase (H2Rhizo3112693_000002) gene, partial cds	0.0000	1370	0.4847	0.0000	0	0	0	0.0000	0	0.00
MN034579.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_739_e_362 hypothetical protein (H1Bulk30739e362_000001) gene, partial cds; and hypothetical protein (H1Bulk30739e362_000002) and RNA-dependent RNA polymerase (H1Bulk30739e362_000003) genes, complete cds	0.0000	2447	0.5309	0.0000	0	0	0	0.0000	0	0.00
MN034578.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_7323 sequence	0.0000	1181	0.4936	0.0000	0	0	0	0.0000	0	0.00
MN034577.1 Picornavirales sp. isolate H4_Bulk_47_scaffold_761 sequence	0.0000	3254	0.3725	0.0000	0	0	0	0.0000	0	0.00
MN034576.1 Mitovirus sp. isolate H4_Rhizo_45_scaffold_8434 RNA-dependent RNA polymerase (H4Rhizo458434_000001) and hypothetical protein (H4Rhizo458434_000002) genes, complete cds; and hypothetical protein (H4Rhizo458434_000003) gene, partial cds	0.0000	2866	0.4780	0.0000	0	0	0	0.0000	0	0.00
MN034575.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_2491 sequence	0.0000	1659	0.5298	0.0000	0	0	0	0.0000	0	0.00
MN034574.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1798 hypothetical protein (H2RhizoLitter491798_000001), hypothetical protein (H2RhizoLitter491798_000002), and RNA-dependent RNA polymerase (H2RhizoLitter491798_000003) genes, complete cds	0.0000	3734	0.5040	0.0000	0	0	0	0.0000	0	0.00
MN034572.1 Riboviria sp. isolate H1_Rhizo_27_scaffold_16471 sequence	0.0000	1244	0.5056	0.0000	0	0	0	0.0000	0	0.00
MN034571.1 Riboviria sp. isolate H2_Bulk_34_5849 sequence	0.0000	1608	0.4303	0.0000	0	0	0	0.0000	0	0.00
MN034570.1 Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_3757 sequence	0.0000	2198	0.4299	0.0000	0	0	0	0.0000	0	0.00
MN034569.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_192 hypothetical protein (H1Bulk30192_000001), hypothetical protein (H1Bulk30192_000002), and RNA-dependent RNA polymerase (H1Bulk30192_000003) genes, complete cds	0.0000	4023	0.4932	0.0000	0	0	0	0.0000	0	0.00
MN034567.1 Mitovirus sp. isolate H3_Rhizo_37_scaffold_6627 sequence	0.0000	1201	0.4255	0.0000	0	0	0	0.0000	0	0.00
MN034566.1 Arenavirus sp. isolate H1_Rhizo_Litter_3_3663 sequence	0.0000	2303	0.2801	0.0000	0	0	0	0.0000	0	0.00
MN034565.1 Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_2434 sequence	0.0000	2412	0.4171	0.0000	0	0	0	0.0000	0	0.00
MN034564.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_183 hypothetical protein (H1Bulk30183_000001) gene, partial cds; and hypothetical protein (H1Bulk30183_000002), hypothetical protein (H1Bulk30183_000003), and RNA-dependent RNA polymerase (H1Bulk30183_000004) genes, complete cds	0.0000	3970	0.4826	0.0000	0	0	0	0.0000	0	0.00
MN034563.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_35744 RNA-dependent RNA polymerase (H3RhizoL1435744_000001) gene, complete cds; and RNA-dependent RNA polymerase (H3RhizoL1435744_000002) gene, partial cds	0.0000	1515	0.4383	0.0000	0	0	0	0.0000	0	0.00
MN034562.1 Picornavirales sp. isolate H4_Rhizo_Litter_21_scaffold_6330 sequence	0.0000	1781	0.4402	0.0000	0	0	0	0.0000	0	0.00
MN034561.1 Mitovirus sp. isolate H4_Bulk_Litter_23_scaffold_3733 sequence	0.0000	1933	0.4951	0.0000	0	0	0	0.0000	0	0.00
MN034560.1 Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_1350 sequence	0.0000	3031	0.3933	0.0000	0	0	0	0.0000	0	0.00
MN034559.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_664 RNA-dependent RNA polymerase (H2Bulk35664_000001), hypothetical protein (H2Bulk35664_000002), and hypothetical protein (H2Bulk35664_000003) genes, complete cds	0.0000	3255	0.5241	0.0000	0	0	0	0.0000	0	0.00
MN034558.1 Mitovirus sp. isolate H1_Bulk_30_scaffold_6573 hypothetical protein (H1Bulk306573_000001) and RNA-dependent RNA polymerase (H1Bulk306573_000002) genes, partial cds	0.0000	1510	0.5093	0.0000	0	0	0	0.0000	0	0.00
MN034557.1 Leviviridae sp. isolate H4_Bulk_Litter_24_scaffold_357 hypothetical protein (H4BulkLitter24357_000001), hypothetical protein (H4BulkLitter24357_000002), and RNA-dependent RNA polymerase (H4BulkLitter24357_000003) genes, complete cds	0.0000	3992	0.4930	0.0000	0	0	0	0.0000	0	0.00
MN034556.1 Totiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_53231 sequence	0.0000	1201	0.5987	0.0000	0	0	0	0.0000	0	0.00
MN034554.1 Mitovirus sp. isolate H1_Bulk_Litter_4_scaffold_1123 sequence	0.0000	2702	0.4315	0.0000	0	0	0	0.0000	0	0.00
MN034553.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_27853 sequence	0.0000	1069	0.4284	0.0000	0	0	0	0.0000	0	0.00
MN034551.1 Mitovirus sp. isolate H3_Bulk_42_scaffold_283 hypothetical protein (H3Bulk42283_000001) gene, partial cds; RNA-dependent RNA polymerase (H3Bulk42283_000002) gene, complete cds; and hypothetical protein (H3Bulk42283_000003) gene, partial cds	0.0000	4065	0.5001	0.0000	0	0	0	0.0000	0	0.00
MN034550.1 Picornavirales sp. isolate H2_Bulk_Litter_12_scaffold_37 hypothetical protein (H2BulkLitter1237_000001) and RNA-dependent RNA polymerase (H2BulkLitter1237_000002) genes, complete cds	0.0000	9178	0.3819	0.0000	0	0	0	0.0000	0	0.00
MN034549.1 Riboviria sp. isolate H4_Bulk_Litter_22_scaffold_58505 sequence	0.0000	1089	0.4316	0.0000	0	0	0	0.0000	0	0.00
MN034548.1 Mitovirus sp. isolate H4_Bulk_Litter_23_scaffold_23257 sequence	0.0000	1070	0.5168	0.0000	0	0	0	0.0000	0	0.00
MN034547.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1541 RNA-dependent RNA polymerase (H2RhizoLitter491541_000001), hypothetical protein (H2RhizoLitter491541_000002), and hypothetical protein (H2RhizoLitter491541_000003) genes, complete cds	0.0000	3905	0.5206	0.0000	0	0	0	0.0000	0	0.00
MN034546.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_13492 sequence	0.0000	1255	0.4972	0.0000	0	0	0	0.0000	0	0.00
MN034545.1 Picornavirales sp. isolate H4_Bulk_47_scaffold_15956 RNA-dependent RNA polymerase (H4Bulk4715956_000001) and hypothetical protein (H4Bulk4715956_000002) genes, partial cds	0.0000	1305	0.4605	0.0000	0	0	0	0.0000	0	0.00
MN034544.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_455 RNA-dependent RNA polymerase (H1Bulk29455_000001) and hypothetical protein (H1Bulk29455_000002) genes, complete cds; and hypothetical protein (H1Bulk29455_000003) gene, partial cds	0.0000	3617	0.5018	0.0000	0	0	0	0.0000	0	0.00
MN034543.1 Mitovirus sp. isolate H2_Rhizo_Litter_49_scaffold_10796 hypothetical protein (H2RhizoL4910796_000001) and RNA-dependent RNA polymerase (H2RhizoL4910796_000002) genes, partial cds	0.0000	2088	0.5254	0.0000	0	0	0	0.0000	0	0.00
MN034542.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_251 hypothetical protein (H2Bulk35251_000001), hypothetical protein (H2Bulk35251_000002), hypothetical protein (H2Bulk35251_000003), and RNA-dependent RNA polymerase (H2Bulk35251_000004) genes, complete cds	0.0000	4072	0.5039	0.0000	0	0	0	0.0000	0	0.00
MN034541.1 Mitovirus sp. isolate H2_Bulk_Litter_10_scaffold_1261 hypothetical protein (H2BulkLitter101261_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2BulkLitter101261_000002) gene, complete cds	0.0000	3785	0.5038	0.0000	0	0	0	0.0000	0	0.00
MN034540.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_10667 hypothetical protein (H4Bulk4610667_000001) and RNA-dependent RNA polymerase (H4Bulk4610667_000002) genes, partial cds	0.0000	1630	0.5055	0.0000	0	0	0	0.0000	0	0.00
MN034539.1 Partitiviridae sp. isolate H4_Bulk_Litter_22_scaffold_5772 sequence	0.0000	1864	0.4120	0.0000	0	0	0	0.0000	0	0.00
MN034538.1 Riboviria sp. isolate H2_Rhizo_32_scaffold_6914 RNA-dependent RNA polymerase (H2Rhizo326914_000001) gene, partial cds; and hypothetical protein (H2Rhizo326914_000002) gene, complete cds	0.0000	1760	0.4494	0.0000	0	0	0	0.0000	0	0.00
MN034537.1 Leviviridae sp. isolate H4_Bulk_Litter_22_scaffold_29021 sequence	0.0000	1093	0.5096	0.0000	0	0	0	0.0000	0	0.00
MN034536.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_234 hypothetical protein (H4Bulk47234_000001), hypothetical protein (H4Bulk47234_000002), hypothetical protein (H4Bulk47234_000003), hypothetical protein (H4Bulk47234_000004), and RNA-dependent RNA polymerase (H4Bulk47234_000005) genes, complete cds	0.0000	4174	0.4770	0.0000	0	0	0	0.0000	0	0.00
MN034535.1 Mitovirus sp. isolate H1_Bulk_29_scaffold_2102 sequence	0.0000	2315	0.3732	0.0000	0	0	0	0.0000	0	0.00
MN034534.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_3598 RNA-dependent RNA polymerase (H2Bulk353598_000001) gene, partial cds; and hypothetical protein (H2Bulk353598_000002) gene, complete cds	0.0000	1911	0.4877	0.0000	0	0	0	0.0000	0	0.00
MN034533.1 Leviviridae sp. isolate H1_Bulk_30_scaffold_146 RNA-dependent RNA polymerase (H1Bulk30146_000001), hypothetical protein (H1Bulk30146_000002), and hypothetical protein (H1Bulk30146_000003) genes, complete cds	0.0000	4239	0.4838	0.0000	0	0	0	0.0000	0	0.00
MN034532.1 Leviviridae sp. isolate H1_Rhizo_27_scaffold_18352 sequence	0.0000	1180	0.4720	0.0000	0	0	0	0.0000	0	0.00
MN034531.1 Leviviridae sp. isolate H2_Rhizo_Litter_7_scaffold_280 hypothetical protein (H2RhizoLitter7280_000001), hypothetical protein (H2RhizoLitter7280_000002), and hypothetical protein (H2RhizoLitter7280_000003) genes, complete cds; and RNA-dependent RNA polymerase (H2RhizoLitter7280_000004) gene, partial cds	0.0000	3966	0.4420	0.0000	0	0	0	0.0000	0	0.00
MN034530.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_17711 sequence	0.0000	1164	0.5430	0.0000	0	0	0	0.0000	0	0.00
MN034528.1 Picornavirales sp. isolate H4_Bulk_Litter_24_scaffold_35217 sequence	0.0000	1065	0.4413	0.0000	0	0	0	0.0000	0	0.00
MN034527.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_28191 sequence	0.0000	1073	0.4101	0.0000	0	0	0	0.0000	0	0.00
MN034526.1 Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_25273 RNA-dependent RNA polymerase (H4RhizoL1925273_000001) and hypothetical protein (H4RhizoL1925273_000002) genes, complete cds; and hypothetical protein (H4RhizoL1925273_000003) gene, partial cds	0.0000	1148	0.5218	0.0000	0	0	0	0.0000	0	0.00
MN034525.1 Mitovirus sp. isolate H3_Bulk_40_scaffold_1080 RNA-dependent RNA polymerase (H3Bulk401080_000001) and hypothetical protein (H3Bulk401080_000002) genes, complete cds; and hypothetical protein (H3Bulk401080_000003) gene, partial cds	0.0000	3042	0.4208	0.0000	0	0	0	0.0000	0	0.00
MN034524.1 Arenavirus sp. isolate H4_Bulk_47_scaffold_20426 sequence	0.0000	1204	0.2965	0.0000	0	0	0	0.0000	0	0.00
MN034523.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_845 RNA-dependent RNA polymerase (H1Rhizo25845_000001) gene, partial cds; hypothetical protein (H1Rhizo25845_000002) gene, complete cds; and hypothetical protein (H1Rhizo25845_000003) gene, partial cds	0.0000	3788	0.5554	0.0000	0	0	0	0.0000	0	0.00
MN034522.1 Mitovirus sp. isolate H2_Rhizo_Litter_7_scaffold_9382 RNA-dependent RNA polymerase (H2RhizoLitter79382_000001) and RNA-dependent RNA polymerase (H2RhizoLitter79382_000002) genes, partial cds	0.0000	1243	0.4940	0.0000	0	0	0	0.0000	0	0.00
MN034521.1 Mitovirus sp. isolate H2_Bulk_Litter_12_scaffold_2775 sequence	0.0000	2423	0.4333	0.0000	0	0	0	0.0000	0	0.00
MN034520.1 Picornavirales sp. isolate H4_Rhizo_Litter_19_scaffold_191 RNA-dependent RNA polymerase (H4RhizoLitter19191_000001) and hypothetical protein (H4RhizoLitter19191_000002) genes, complete cds; and hypothetical protein (H4RhizoLitter19191_000003) gene, partial cds	0.0000	5193	0.4878	0.0000	0	0	0	0.0000	0	0.00
MN034519.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_19647 sequence	0.0000	1702	0.5123	0.0000	0	0	0	0.0000	0	0.00
MN034518.1 Riboviria sp. isolate H1_Bulk_30_scaffold_451 RNA-dependent RNA polymerase (H1Bulk30451_000001) gene, partial cds; and hypothetical protein (H1Bulk30451_000002) gene, complete cds	0.0000	3328	0.4321	0.0000	0	0	0	0.0000	0	0.00
MN034517.1 Leviviridae sp. isolate H1_Rhizo_26_FD_scaffold_1798 RNA-dependent RNA polymerase (H1Rhizo26FD1798_000001), hypothetical protein (H1Rhizo26FD1798_000002), and hypothetical protein (H1Rhizo26FD1798_000003) genes, complete cds	0.0000	2693	0.5136	0.0000	0	0	0	0.0000	0	0.00
MN034516.1 Mitovirus sp. isolate H2_Rhizo_33_scaffold_1069 hypothetical protein (H2Rhizo331069_000001) and RNA-dependent RNA polymerase (H2Rhizo331069_000002) genes, partial cds	0.0000	3328	0.3266	0.0000	0	0	0	0.0000	0	0.00
MN034515.1 Totiviridae sp. isolate H3_Bulk_40_scaffold_23483 sequence	0.0000	1032	0.4884	0.0000	0	0	0	0.0000	0	0.00
MN034514.1 Riboviria sp. isolate H4_Rhizo_Litter_19_scaffold_5561 sequence	0.0000	1935	0.5938	0.0000	0	0	0	0.0000	0	0.00
MN034513.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_1285 RNA-dependent RNA polymerase (H4RhizoLitter191285_000001) gene, complete cds; and hypothetical protein (H4RhizoLitter191285_000002) gene, partial cds	0.0000	3072	0.3743	0.0000	0	0	0	0.0000	0	0.00
MN034512.1 Mitovirus sp. isolate H4_Bulk_Litter_23_scaffold_634 sequence	0.0000	3339	0.4777	0.0000	0	0	0	0.0000	0	0.00
MN034511.1 Leviviridae sp. isolate H4_Rhizo_Litter_19_scaffold_5786_e_657_1 RNA-dependent RNA polymerase (H4RhizoL195786e6571_000001) and RNA-dependent RNA polymerase (H4RhizoL195786e6571_000002) genes, partial cds	0.0000	1154	0.5052	0.0000	0	0	0	0.0000	0	0.00
MN034510.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_292 hypothetical protein (H4Bulk46292_000001), hypothetical protein (H4Bulk46292_000002), hypothetical protein (H4Bulk46292_000003), and RNA-dependent RNA polymerase (H4Bulk46292_000004) genes, complete cds	0.0000	4356	0.5172	0.0000	0	0	0	0.0000	0	0.00
MN034509.1 Mitovirus sp. isolate H1_Rhizo_25_scaffold_10510 sequence	0.0000	1549	0.4680	0.0000	0	0	0	0.0000	0	0.00
MN034508.1 Arenavirus sp. isolate H4_Rhizo_45_scaffold_30515 sequence	0.0000	1089	0.3242	0.0000	0	0	0	0.0000	0	0.00
MN034507.1 Leviviridae sp. isolate H1_Rhizo_Litter_3_17136 sequence	0.0000	1617	0.5015	0.0000	0	0	0	0.0000	0	0.00
MN034506.1 Mitovirus sp. isolate H2_Rhizo_33_scaffold_1436 hypothetical protein (H2Rhizo331436_000001) and RNA-dependent RNA polymerase (H2Rhizo331436_000002) genes, complete cds; and hypothetical protein (H2Rhizo331436_000003) gene, partial cds	0.0000	3016	0.5249	0.0000	0	0	0	0.0000	0	0.00
MN034505.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_22314 sequence	0.0000	1210	0.4521	0.0000	0	0	0	0.0000	0	0.00
MN034504.1 Mitovirus sp. isolate H2_Bulk_Litter_12_scaffold_28171 sequence	0.0000	1044	0.4042	0.0000	0	0	0	0.0000	0	0.00
MN034503.1 Leviviridae sp. isolate H3_Bulk_42_scaffold_285 hypothetical protein (H3Bulk42285_000001), hypothetical protein (H3Bulk42285_000002), hypothetical protein (H3Bulk42285_000003), and RNA-dependent RNA polymerase (H3Bulk42285_000004) genes, complete cds	0.0000	4058	0.4828	0.0000	0	0	0	0.0000	0	0.00
MN034502.1 Riboviria sp. isolate H3_Bulk_Litter_17_scaffold_11591 sequence	0.0000	1647	0.5027	0.0000	0	0	0	0.0000	0	0.00
MN034501.1 Riboviria sp. isolate H1_Bulk_28_FD_scaffold_105 hypothetical protein (H1Bulk28FD105_000001) and RNA-dependent RNA polymerase (H1Bulk28FD105_000002) genes, complete cds	0.0000	3910	0.5281	0.0000	0	0	0	0.0000	0	0.00
MN034500.1 Leviviridae sp. isolate H2_Bulk_Litter_10_scaffold_371 RNA-dependent RNA polymerase (H2BulkLitter10371_000001) gene, partial cds; and hypothetical protein (H2BulkLitter10371_000002) and hypothetical protein (H2BulkLitter10371_000003) genes, complete cds	0.0000	4108	0.4949	0.0000	0	0	0	0.0000	0	0.00
MN034499.1 Riboviria sp. isolate H1_Bulk_29_scaffold_2162 sequence	0.0000	2297	0.5128	0.0000	0	0	0	0.0000	0	0.00
MN034498.1 Leviviridae sp. isolate H4_Bulk_Litter_22_scaffold_3782_e_464_1 sequence	0.0000	1634	0.5214	0.0000	0	0	0	0.0000	0	0.00
MN034497.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_138 hypothetical protein (H2Bulk36138_000001), hypothetical protein (H2Bulk36138_000002), and RNA-dependent RNA polymerase (H2Bulk36138_000003) genes, complete cds	0.0000	3966	0.5318	0.0000	0	0	0	0.0000	0	0.00
MN034496.1 Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_32 hypothetical protein (H1BulkLitter632_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1BulkLitter632_000002) gene, complete cds	0.0000	14918	0.3300	0.0000	0	0	0	0.0000	0	0.00
MN034495.1 Mitovirus sp. isolate H1_Rhizo_Litter_1_scaffold_824 hypothetical protein (H1RhizoLitter1824_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1RhizoLitter1824_000002) gene, complete cds	0.0000	3195	0.4889	0.0000	0	0	0	0.0000	0	0.00
MN034494.1 Fusariviridae sp. isolate H4_Bulk_47_scaffold_147 sequence	0.0000	4621	0.3484	0.0000	0	0	0	0.0000	0	0.00
MN034493.1 Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_5277 hypothetical protein (H4RhizoLitter205277_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4RhizoLitter205277_000002) gene, partial cds	0.0000	1645	0.4438	0.0000	0	0	0	0.0000	0	0.00
MN034492.1 Mitovirus sp. isolate H2_Bulk_Litter_11_1529 sequence	0.0000	2669	0.4785	0.0000	0	0	0	0.0000	0	0.00
MN034491.1 Leviviridae sp. isolate H3_Rhizo_Litter_15_scaffold_1328 RNA-dependent RNA polymerase (H3RhizoLitter151328_000001) and hypothetical protein (H3RhizoLitter151328_000002) genes, complete cds; and hypothetical protein (H3RhizoLitter151328_000003) gene, partial cds	0.0000	2327	0.5131	0.0000	0	0	0	0.0000	0	0.00
MN034490.1 Leviviridae sp. isolate H4_Rhizo_43_scaffold_516 RNA-dependent RNA polymerase (H4Rhizo43516_000001), hypothetical protein (H4Rhizo43516_000002), and hypothetical protein (H4Rhizo43516_000003) genes, complete cds	0.0000	3818	0.4924	0.0000	0	0	0	0.0000	0	0.00
MN034489.1 Mitovirus sp. isolate H4_Rhizo_Litter_20_scaffold_18562 sequence	0.0000	1082	0.5250	0.0000	0	0	0	0.0000	0	0.00
MN034488.1 Mitovirus sp. isolate H4_Rhizo_Litter_20_scaffold_2691 hypothetical protein (H4RhizoLitter202691_000001) and RNA-dependent RNA polymerase (H4RhizoLitter202691_000002) genes, partial cds	0.0000	2013	0.3532	0.0000	0	0	0	0.0000	0	0.00
MN034487.1 Mitovirus sp. isolate H4_Rhizo_Litter_21_scaffold_938 hypothetical protein (H4RhizoLitter21938_000001) gene, partial cds; and RNA-dependent RNA polymerase (H4RhizoLitter21938_000002) gene, complete cds	0.0000	3258	0.4988	0.0000	0	0	0	0.0000	0	0.00
MN034486.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_21254 sequence	0.0000	1177	0.5157	0.0000	0	0	0	0.0000	0	0.00
MN034485.1 Leviviridae sp. isolate H2_Bulk_34_354 hypothetical protein (H2Bulk34354_000001) gene, partial cds; and hypothetical protein (H2Bulk34354_000002) and RNA-dependent RNA polymerase (H2Bulk34354_000003) genes, complete cds	0.0000	3768	0.4995	0.0000	0	0	0	0.0000	0	0.00
MN034484.1 Leviviridae sp. isolate H2_Bulk_Litter_11_12717 sequence	0.0000	1167	0.5099	0.0000	0	0	0	0.0000	0	0.00
MN034483.1 Mitovirus sp. isolate H3_Bulk_41_scaffold_4635 sequence	0.0000	1969	0.3824	0.0000	0	0	0	0.0000	0	0.00
MN034482.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_32043 sequence	0.0000	1050	0.3486	0.0000	0	0	0	0.0000	0	0.00
MN034481.1 Leviviridae sp. isolate H4_Rhizo_Litter_21_scaffold_2783 sequence	0.0000	2227	0.4796	0.0000	0	0	0	0.0000	0	0.00
MN034480.1 Riboviria sp. isolate H3_Rhizo_Litter_15_scaffold_15155 RNA-dependent RNA polymerase (H3RhizoL1515155_000001) gene, partial cds; and RNA-dependent RNA polymerase (H3RhizoL1515155_000002) gene, complete cds	0.0000	1021	0.4897	0.0000	0	0	0	0.0000	0	0.00
MN034479.1 Riboviria sp. isolate H2_Rhizo_33_scaffold_1661 sequence	0.0000	2873	0.2663	0.0000	0	0	0	0.0000	0	0.00
MN034477.1 Mitovirus sp. isolate H2_Rhizo_31_scaffold_3450 RNA-dependent RNA polymerase (H2Rhizo313450_000001) and hypothetical protein (H2Rhizo313450_000002) genes, partial cds	0.0000	2168	0.4709	0.0000	0	0	0	0.0000	0	0.00
MN034476.1 Mitovirus sp. isolate H3_Rhizo_Litter_13_scaffold_4270 RNA-dependent RNA polymerase (H3RhizoLitter134270_000001) and hypothetical protein (H3RhizoLitter134270_000002) genes, complete cds	0.0000	1616	0.4672	0.0000	0	0	0	0.0000	0	0.00
MN034475.1 Leviviridae sp. isolate H1_Rhizo_Litter_1_scaffold_331 RNA-dependent RNA polymerase (H1RhizoLitter1331_000001), hypothetical protein (H1RhizoLitter1331_000002), and hypothetical protein (H1RhizoLitter1331_000003) genes, complete cds	0.0000	4057	0.4841	0.0000	0	0	0	0.0000	0	0.00
MN034474.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_329 hypothetical protein (H2Bulk35329_000001), RNA-dependent RNA polymerase (H2Bulk35329_000002), hypothetical protein (H2Bulk35329_000003), and hypothetical protein (H2Bulk35329_000004) genes, complete cds	0.0000	3921	0.4728	0.0000	0	0	0	0.0000	0	0.00
MN034473.1 Mitovirus sp. isolate H2_Bulk_Litter_12_scaffold_4926 sequence	0.0000	1983	0.2895	0.0000	0	0	0	0.0000	0	0.00
MN034472.1 Picornavirales sp. isolate H2_Bulk_36_scaffold_9 hypothetical protein (H2Bulk369_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2Bulk369_000002) gene, complete cds	0.0000	8235	0.4525	0.0000	0	0	0	0.0000	0	0.00
MN034471.1 Partitiviridae sp. isolate H4_Bulk_Litter_24_scaffold_23095 RNA-dependent RNA polymerase (H4BulkLitter2423095_000001) and hypothetical protein (H4BulkLitter2423095_000002) genes, partial cds	0.0000	1228	0.4039	0.0000	0	0	0	0.0000	0	0.00
MN034470.1 Mitovirus sp. isolate H1_Rhizo_Litter_1_scaffold_1904 sequence	0.0000	2434	0.4684	0.0000	0	0	0	0.0000	0	0.00
MN034469.1 Picornavirales sp. isolate H2_Bulk_34_22 sequence	0.0000	7080	0.4428	0.0000	0	0	0	0.0000	0	0.00
MN034468.1 Riboviria sp. isolate H4_Bulk_46_scaffold_36397 sequence	0.0000	1086	0.5064	0.0000	0	0	0	0.0000	0	0.00
MN034467.1 Mitovirus sp. isolate H2_Bulk_Litter_11_4060 sequence	0.0000	1930	0.4824	0.0000	0	0	0	0.0000	0	0.00
MN034466.1 Mitovirus sp. isolate H2_Bulk_36_scaffold_4796 sequence	0.0000	1441	0.2901	0.0000	0	0	0	0.0000	0	0.00
MN034464.1 Mitovirus sp. isolate H4_Rhizo_45_scaffold_1297 sequence	0.0000	2809	0.5222	0.0000	0	0	0	0.0000	0	0.00
MN034463.1 Leviviridae sp. isolate H2_Bulk_Litter_11_4140 sequence	0.0000	1887	0.5215	0.0000	0	0	0	0.0000	0	0.00
MN034462.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_10415 RNA-dependent RNA polymerase (H4Bulk4710415_000001) and hypothetical protein (H4Bulk4710415_000002) genes, partial cds	0.0000	1491	0.4795	0.0000	0	0	0	0.0000	0	0.00
MN034461.1 Leviviridae sp. isolate H1_Bulk_Litter_4_scaffold_1098_e_194_1 sequence	0.0000	1587	0.4846	0.0000	0	0	0	0.0000	0	0.00
MN034460.1 Leviviridae sp. isolate H3_Rhizo_37_scaffold_143 hypothetical protein (H3Rhizo37143_000001), hypothetical protein (H3Rhizo37143_000002), and RNA-dependent RNA polymerase (H3Rhizo37143_000003) genes, complete cds	0.0000	3805	0.5130	0.0000	0	0	0	0.0000	0	0.00
MN034459.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_416 RNA-dependent RNA polymerase (H4Bulk46416_000001), hypothetical protein (H4Bulk46416_000002), and hypothetical protein (H4Bulk46416_000003) genes, complete cds; and hypothetical protein (H4Bulk46416_000004) gene, partial cds	0.0000	4112	0.5054	0.0000	0	0	0	0.0000	0	0.00
MN034458.1 Mitovirus sp. isolate H1_Rhizo_25_scaffold_9681 hypothetical protein (H1Rhizo259681_000001) and RNA-dependent RNA polymerase (H1Rhizo259681_000002) genes, partial cds	0.0000	1804	0.3731	0.0000	0	0	0	0.0000	0	0.00
